objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
588848899934126516,756,44,3,756,436,3,229.02281046,-0.0699336,25.704309,23.733887,25.328745,21.329828,21.671152,1.757393,0.950186,1.994217,0.283677,1.496376
588848899934126611,756,44,3,756,531,6,229.03609072,-0.13422689,18.686354,16.461189,15.584362,15.213931,14.988946,0.015701,3.877917E-3,3.601998E-3,3.765272E-3,4.792415E-3
588848899934126613,756,44,3,756,533,6,229.03878764,-0.13446125,21.254318,20.005484,19.419596,19.134163,19.156536,0.08603,0.015606,0.013473,0.014877,0.050423
588848899934126614,756,44,3,756,534,6,229.0413987,-0.13278478,21.201286,19.914902,19.366915,19.137823,18.977272,0.081828,0.014527,0.012929,0.014808,0.043327
588848899934126618,756,44,3,756,538,6,229.03344635,-0.13278933,22.171082,20.878506,20.381357,20.164223,20.008677,0.177126,0.027623,0.026095,0.03142,0.101949
588848899934126622,756,44,3,756,542,6,229.03586382,-0.13221109,21.938133,20.936626,20.569618,20.453684,20.331938,0.155559,0.030213,0.031966,0.042563,0.145441
588848899934126623,756,44,3,756,543,6,229.03461718,-0.13686258,22.034798,21.115324,20.793098,20.579824,20.712175,0.161076,0.033017,0.036506,0.04431,0.187235
588848899934126624,756,44,3,756,544,6,229.03835073,-0.13576006,21.791365,20.823896,20.497871,20.35363,20.184666,0.14571,0.028792,0.031549,0.041251,0.136454
588848899934126625,756,44,3,756,545,6,229.03498631,-0.13750954,22.475504,21.098818,20.845587,20.730513,20.844845,0.234783,0.033126,0.038354,0.051204,0.212975
588848899934126627,756,44,3,756,547,6,229.04207324,-0.13387496,22.210041,21.031359,20.652702,20.570131,20.391958,0.192921,0.031853,0.033741,0.046259,0.151174
588848899934126629,756,44,3,756,549,6,229.03633464,-0.13517726,22.974333,21.344282,20.263931,20.133753,22.848822,0.568331,0.106525,0.058824,0.074116,1.136953
588848899934126631,756,44,3,756,551,6,229.03930953,-0.13391106,22.596743,21.259424,20.992254,20.865011,20.618219,0.258481,0.037555,0.043514,0.05751,0.174897
588848899934126632,756,44,3,756,552,3,229.04041467,-0.13232998,22.084604,21.096077,20.788517,20.58008,20.106192,0.211063,0.039552,0.045482,0.057508,0.147034
588848899934126634,756,44,3,756,554,6,229.03197255,-0.13595619,22.653996,21.424971,21.100456,21.082405,20.596371,0.265815,0.041216,0.046051,0.067051,0.168045
588848899934126639,756,44,3,756,559,6,229.04424724,-0.09713305,21.936749,20.091282,19.262182,18.975706,18.807882,0.149062,0.01648,0.012275,0.01339,0.037848
588848899934126640,756,44,3,756,560,6,229.04375447,-0.09738609,22.06801,20.872852,20.593025,20.371336,20.387138,0.166899,0.028652,0.031984,0.038315,0.140785
588848899934126645,756,44,3,756,565,6,229.04402165,-0.09880708,23.688242,22.55114,22.111774,21.895206,21.32622,0.586331,0.103024,0.108828,0.136079,0.310379
588848899934126648,756,44,3,756,568,6,229.04479535,-0.09566713,24.244307,23.216568,22.44717,22.446474,21.813154,0.792909,0.189119,0.153601,0.232062,0.46742
588848899934126662,756,44,3,756,582,6,229.04520099,-0.12931146,18.680967,17.434708,17.559885,17.691257,17.766275,0.015658,4.710719E-3,5.30834E-3,6.629875E-3,0.017888
588848899934126663,756,44,3,756,583,6,229.0477455,-0.12836401,21.864702,21.07884,20.818716,20.633368,20.649063,0.139835,0.031977,0.037093,0.046598,0.178462
588848899934126664,756,44,3,756,584,6,229.04591698,-0.12622496,22.40645,21.250879,20.922531,20.864149,20.919727,0.216142,0.036333,0.040115,0.056268,0.223594
588848899934126665,756,44,3,756,585,3,229.04660673,-0.12928174,25.369562,24.912464,22.287035,21.809074,22.101952,1.026442,0.803782,0.200843,0.205813,0.870582
588848899934126666,756,44,3,756,586,3,229.04545091,-0.12764416,24.155598,22.908308,22.892147,23.006159,22.816933,0.857584,0.162417,0.252291,0.417141,0.787172
588848899934126671,756,44,3,756,591,6,229.04241348,-0.14127936,22.369448,21.244732,20.960079,20.886202,20.811771,0.210811,0.035985,0.041286,0.056858,0.202504
588848899934126672,756,44,3,756,592,6,229.0430384,-0.14194747,22.785864,21.634193,21.291819,21.183348,21.189638,0.307191,0.050726,0.056395,0.076986,0.292786
588848899934126677,756,44,3,756,597,6,229.05128316,-0.11847272,18.873711,17.61635,17.317839,17.197554,17.17861,0.017411,4.983642E-3,4.922018E-3,5.487709E-3,0.012297
588848899934126678,756,44,3,756,598,6,229.05334753,-0.11941594,21.761423,20.729618,20.341461,20.242796,20.187748,0.127865,0.024746,0.025457,0.033483,0.118203
588848899934126679,756,44,3,756,599,3,229.05484391,-0.12290021,21.643633,20.40987,19.980276,19.782919,19.772989,0.145887,0.023497,0.023771,0.029567,0.10994
588848899934126680,756,44,3,756,600,6,229.05450858,-0.12089989,22.090462,20.933537,20.618641,20.458647,20.416729,0.166809,0.028593,0.031365,0.039913,0.144347
588848899934126681,756,44,3,756,601,6,229.05127538,-0.11957782,22.38998,21.362272,21.088398,20.994295,21.076195,0.215326,0.04316,0.047961,0.062764,0.251276
588848899934126685,756,44,3,756,605,6,229.05212724,-0.09028322,18.675636,17.490625,17.015299,16.858767,16.803301,0.01565,4.81602E-3,4.511541E-3,4.919488E-3,9.931851E-3
588848899934126686,756,44,3,756,606,3,229.05311254,-0.08824159,24.417921,22.559162,22.12418,21.386971,21.194124,1.11118,0.14417,0.161662,0.129706,0.41157
588848899934126885,756,44,3,756,805,6,228.9687837,-0.11438289,22.388517,21.141846,20.795074,20.741995,20.611296,0.215629,0.034123,0.035885,0.050606,0.169617
588848899934126889,756,44,3,756,809,6,228.97190186,-0.12297436,20.884916,19.536812,18.959705,18.719877,18.586229,0.064651,0.011674,0.010137,0.011309,0.031926
588848899934126890,756,44,3,756,810,6,228.97006954,-0.12264884,21.684259,20.692476,20.326708,20.296263,20.083496,0.121538,0.024167,0.025069,0.035296,0.108206
588848899934126892,756,44,3,756,812,6,228.97029831,-0.12375209,22.761187,22.087894,21.662329,21.486536,21.4897,0.291735,0.069925,0.073335,0.095607,0.351726
588848899934126893,756,44,3,756,813,6,228.97099717,-0.1260011,22.690876,21.887705,21.710884,21.455814,21.363821,0.275907,0.059432,0.076017,0.09295,0.317512
588848899934126894,756,44,3,756,814,6,228.97311965,-0.12178696,23.92387,22.419212,22.025457,21.907497,21.817741,0.697258,0.097144,0.105698,0.146953,0.469949
588848899934126945,756,44,3,756,865,6,228.97801098,-0.09614333,21.735596,20.484562,20.061775,19.885647,19.955362,0.126631,0.021055,0.020648,0.025415,0.096131
588848899934126946,756,44,3,756,866,6,228.97759849,-0.09813202,22.493053,21.564131,21.108374,21.040022,20.83773,0.240852,0.047195,0.047248,0.066722,0.213478
588848899934126947,756,44,3,756,867,6,228.97781106,-0.09687921,24.232317,22.382597,21.988882,22.016586,21.737326,0.757337,0.090539,0.097483,0.152034,0.419266
588848899934126949,756,44,3,756,869,6,228.97849208,-0.12429209,22.497044,19.756105,18.633207,18.233362,17.941429,0.234635,0.013276,8.477928E-3,8.623539E-3,0.020017
588848899934126950,756,44,3,756,870,6,228.97843828,-0.11916573,21.872217,20.97805,20.588911,20.569038,20.528769,0.141737,0.029779,0.030831,0.044316,0.159922
588848899934126951,756,44,3,756,871,6,228.97845497,-0.12252365,22.01409,20.988403,20.703112,20.5797,20.832499,0.166858,0.031107,0.035207,0.047157,0.220335
588848899934126952,756,44,3,756,872,6,228.97622602,-0.12030806,25.490847,23.042931,21.40037,20.322149,19.803635,0.601256,0.15434,0.058605,0.035743,0.085252
588848899934126954,756,44,3,756,874,6,228.98107868,-0.11878248,22.4083,21.256802,21.214067,20.841036,21.096035,0.219109,0.036422,0.050872,0.055004,0.253475
588848899934126955,756,44,3,756,875,6,228.98221727,-0.11873713,23.07202,21.578676,21.357325,21.143669,20.581942,0.382228,0.047496,0.058101,0.072715,0.168303
588848899934126956,756,44,3,756,876,3,228.97764243,-0.12013366,22.856083,21.438393,21.027016,20.99943,20.813246,0.358338,0.046389,0.048783,0.072368,0.232477
588848899934126957,756,44,3,756,877,6,228.97966173,-0.11894517,22.695826,21.849312,21.502424,21.428217,21.439966,0.276045,0.057798,0.064281,0.091385,0.334113
588848899934126958,756,44,3,756,878,6,228.98035449,-0.12035645,23.76704,22.718689,22.285257,22.197895,21.447071,0.626926,0.12194,0.12901,0.183978,0.348895
588848899934126959,756,44,3,756,879,6,228.97877523,-0.12096177,22.519835,22.871843,22.161173,22.011745,21.49675,0.310324,0.17838,0.152321,0.210306,0.49506
588848899934126960,756,44,3,756,880,6,228.98115222,-0.12085378,24.174711,22.966288,22.422953,22.35701,21.782143,0.793153,0.155813,0.151248,0.219882,0.47046
588848899934126961,756,44,3,756,881,6,228.97728485,-0.12196019,23.803408,24.395021,22.528706,22.527277,22.950428,0.66334,0.450767,0.167215,0.256458,0.700739
588848899934126968,756,44,3,756,888,6,228.98039725,-0.13364336,21.92305,20.916008,20.618696,20.527851,20.339169,0.146491,0.028258,0.031147,0.042298,0.134131
588848899934126969,756,44,3,756,889,6,228.98199517,-0.13352426,22.299784,21.612551,21.10388,21.011061,21.679047,0.198437,0.047739,0.045815,0.063358,0.404062
588848899934126970,756,44,3,756,890,6,228.98024552,-0.1348023,22.269667,21.663204,21.406982,21.304895,21.116224,0.196707,0.049945,0.059294,0.082278,0.262614
588848899934126971,756,44,3,756,891,6,228.98037593,-0.09548915,21.926563,20.86294,20.483551,20.288124,20.161629,0.157084,0.029097,0.02997,0.037447,0.125101
588848899934126972,756,44,3,756,892,6,228.98066324,-0.10898848,21.391979,20.455618,20.020613,19.816444,19.752203,0.098269,0.021978,0.021138,0.025532,0.083091
588848899934126985,756,44,3,756,905,3,228.9828378,-0.08830118,21.242357,19.079624,17.963963,17.48159,17.089554,0.141747,0.011689,7.337665E-3,7.227337E-3,0.016745
588848899934126987,756,44,3,756,907,6,228.98552537,-0.08700787,21.591503,20.420691,19.964411,19.780725,19.720161,0.11466,0.020406,0.019436,0.023754,0.08045
588848899934126988,756,44,3,756,908,6,228.98165276,-0.09361095,21.710621,20.601898,20.360201,20.269653,20.285833,0.128557,0.023366,0.026544,0.035651,0.132884
588848899934126989,756,44,3,756,909,6,228.98847443,-0.08731291,21.925869,20.699442,20.3703,20.202253,20.306232,0.150488,0.024673,0.026136,0.032908,0.131815
588848899934126992,756,44,3,756,912,6,228.9877468,-0.08708926,24.797075,23.685347,22.067032,20.376244,19.524096,0.843001,0.278522,0.111068,0.039786,0.071739
588848899934126995,756,44,3,756,915,3,228.98179609,-0.09269191,22.728872,21.873827,20.528069,19.776817,19.520113,0.691396,0.141446,0.067522,0.05459,0.169453
588848899934126996,756,44,3,756,916,6,228.98809845,-0.08340573,22.538216,21.583893,21.317169,21.198614,20.928022,0.248087,0.047374,0.055472,0.075164,0.224145
588848899934126997,756,44,3,756,917,6,228.98110848,-0.09053733,22.974613,21.831799,21.292189,21.157253,20.861465,0.362399,0.05909,0.055842,0.075028,0.219057
588848899934126999,756,44,3,756,919,3,228.98845656,-0.08534573,22.883917,21.330292,20.866703,20.646467,21.022968,0.469523,0.053272,0.054414,0.07006,0.385839
588848899934127000,756,44,3,756,920,6,228.98142683,-0.09197393,25.000771,22.938383,21.736225,21.368158,21.695921,0.836442,0.158343,0.087119,0.09686,0.453844
588848899934127002,756,44,3,756,922,3,228.98231938,-0.09436758,23.177469,21.753462,21.125635,20.900852,20.668278,0.627521,0.080796,0.072778,0.093955,0.295281
588848899934127003,756,44,3,756,923,3,228.98012698,-0.09051252,23.832737,23.075953,21.987974,21.381266,20.747477,0.725307,0.183719,0.11144,0.101046,0.221684
588848899934127006,756,44,3,756,926,6,228.98742602,-0.08701806,23.982738,22.951082,23.018272,22.871883,22.193569,0.733452,0.154582,0.252745,0.337417,0.59201
588848899934127008,756,44,3,756,928,3,228.98192878,-0.13784781,21.467957,20.495178,20.144867,19.98901,19.866394,0.110334,0.023569,0.025376,0.030521,0.102746
588848899934127016,756,44,3,756,936,6,228.98537165,-0.14496869,21.588064,20.477907,20.011539,19.873724,19.745012,0.113999,0.021112,0.02018,0.025674,0.08374
588848899934127044,756,44,3,756,964,6,228.98707865,-0.12748867,21.621464,20.458052,20.01491,19.741493,20.039427,0.115302,0.020789,0.020123,0.023061,0.105999
588848899934127053,756,44,3,756,973,6,228.98778959,-0.1318475,21.618698,20.487968,20.105614,19.927629,19.870012,0.115904,0.022589,0.022247,0.027091,0.092071
588848899934127085,756,44,3,756,1005,6,228.9925114,-0.08106213,20.413303,18.929113,18.328659,18.090513,17.915022,0.046875,8.562475E-3,7.303661E-3,7.989634E-3,0.019855
588848899934127086,756,44,3,756,1006,6,228.99148358,-0.08024663,23.584223,22.803404,22.273922,22.062639,22.136618,0.554959,0.127906,0.124541,0.157666,0.531782
588848899934127111,756,44,3,756,1031,6,228.99421364,-0.07025818,21.254919,20.198725,19.839735,19.727083,19.637867,0.08678,0.017479,0.017692,0.022476,0.074049
588848899934127112,756,44,3,756,1032,6,228.9923654,-0.07055952,23.90432,23.056107,22.521284,22.128616,21.739021,0.719999,0.161131,0.157837,0.171514,0.428893
588848899934127119,756,44,3,756,1039,3,228.99570147,-0.07895051,21.567177,20.541536,20.21821,20.096939,20.087345,0.130464,0.024765,0.026924,0.035961,0.138987
588848899934127120,756,44,3,756,1040,6,228.9961991,-0.07713858,22.746548,21.530689,21.154118,21.039705,20.584435,0.292706,0.045072,0.048128,0.064933,0.166269
588848899934127121,756,44,3,756,1041,6,228.99648182,-0.07869538,24.07353,22.4252,21.940668,21.545198,21.643793,0.737755,0.096439,0.096324,0.103325,0.398387
588848899934127221,756,44,3,756,1141,6,229.00473544,-0.07314306,21.18199,20.148954,19.71335,19.594538,19.500658,0.083004,0.016959,0.01627,0.020399,0.066306
588848899934127222,756,44,3,756,1142,6,229.00587153,-0.07395795,23.088364,21.498085,21.111181,21.03475,21.391142,0.401939,0.045677,0.048547,0.067915,0.341917
588848899934127223,756,44,3,756,1143,6,229.00583451,-0.07572381,24.275108,22.036789,21.670908,21.51413,21.036367,0.770886,0.067712,0.074291,0.097714,0.24365
588848899934127224,756,44,3,756,1144,6,229.00489436,-0.07232756,24.065012,22.329006,21.932196,21.748159,21.37105,0.734554,0.089502,0.095394,0.123621,0.325528
588848899934127227,756,44,3,756,1147,6,229.00742073,-0.15095034,21.872231,20.68755,20.323736,20.200771,20.063353,0.146167,0.024653,0.025953,0.033937,0.112196
588848899934127228,756,44,3,756,1148,6,229.00870544,-0.15116713,21.868181,20.88542,20.584171,20.477182,20.147379,0.140449,0.02769,0.030515,0.040497,0.114469
588848899934127229,756,44,3,756,1149,6,229.0085157,-0.1491301,23.133383,21.944935,21.542908,21.470518,20.946983,0.394223,0.061954,0.066403,0.093736,0.226987
588848899934127230,756,44,3,756,1150,6,229.0079129,-0.15177531,25.585331,24.880671,23.524794,22.362972,23.100126,0.562785,0.50014,0.357017,0.207936,0.63842
588848899934127239,756,44,3,756,1159,6,229.00778514,-0.14241887,21.479324,20.429949,20.079443,19.874893,19.737169,0.109522,0.0215,0.022569,0.027191,0.088841
588848899934127241,756,44,3,756,1161,6,229.01052975,-0.06974219,21.641031,20.602118,20.255346,20.122068,20.011478,0.118914,0.022943,0.024069,0.030777,0.102655
588848899934127242,756,44,3,756,1162,3,229.01146034,-0.068698,22.794312,21.802284,21.421265,21.219975,20.509943,0.422306,0.076591,0.087591,0.114312,0.231097
588848899934127252,756,44,3,756,1172,6,229.01115714,-0.1493026,21.371111,20.399944,20.002722,19.858875,19.870604,0.097734,0.020415,0.02049,0.025777,0.09543
588848899934127253,756,44,3,756,1173,6,229.01087856,-0.14823648,22.15831,21.314865,20.935217,20.773911,20.721872,0.178579,0.03811,0.04035,0.051922,0.187487
588848899934127254,756,44,3,756,1174,6,229.01160525,-0.15072669,22.270212,21.285624,20.947454,20.910275,20.867397,0.195949,0.037093,0.040706,0.058071,0.212024
588848899934127255,756,44,3,756,1175,6,229.0130803,-0.15352242,23.126019,21.765741,21.276968,21.095007,20.809116,0.391607,0.054467,0.05383,0.068906,0.205061
588848899934127256,756,44,3,756,1176,6,229.01226826,-0.15240907,23.235737,22.24309,21.813377,21.927099,22.60671,0.42588,0.07904,0.083675,0.139582,0.631796
588848899934127257,756,44,3,756,1177,6,229.01129786,-0.1524814,23.753878,22.353233,21.864725,21.610218,22.099678,0.795547,0.11425,0.116062,0.144451,0.723118
588848899934127262,756,44,3,756,1182,6,229.01211483,-0.07295653,21.200356,20.21196,19.850029,19.678959,19.648069,0.083541,0.017712,0.017905,0.021734,0.074743
588848899934127263,756,44,3,756,1183,6,229.0129049,-0.07358659,22.483757,21.249786,21.01824,20.756592,20.557316,0.237648,0.037137,0.043657,0.051577,0.164488
588848899934127267,756,44,3,756,1187,3,229.0152869,-0.14565966,21.513119,20.502247,19.947176,19.955027,19.964127,0.123463,0.024121,0.021949,0.03176,0.120479
588848899934127268,756,44,3,756,1188,6,229.01486677,-0.14528372,21.747498,20.725357,20.41181,20.314741,20.28998,0.13231,0.025837,0.027957,0.037336,0.134942
588848899934127269,756,44,3,756,1189,6,229.01317585,-0.14542657,21.519793,20.688721,20.298294,20.166836,20.183695,0.108217,0.024461,0.024922,0.032243,0.121377
588848899934127270,756,44,3,756,1190,3,229.01613133,-0.1459663,24.250946,25.118164,22.267708,22.170086,21.491261,0.75951,0.506807,0.129328,0.176826,0.352673
588848899934127271,756,44,3,756,1191,6,229.01227062,-0.14418655,22.673182,21.977419,21.432003,21.146696,22.032005,0.282677,0.067224,0.063974,0.07574,0.765808
588848899934127272,756,44,3,756,1192,6,229.01441012,-0.14760274,22.342955,21.992809,21.589046,21.403744,20.927198,0.217808,0.068234,0.073018,0.094473,0.238765
588848899934127273,756,44,3,756,1193,6,229.0157596,-0.14646429,24.572439,22.903408,22.195217,23.091631,22.367842,0.799087,0.139901,0.117044,0.368534,0.591193
588848899934127274,756,44,3,756,1194,6,229.01330804,-0.14734132,23.564264,22.463514,22.060604,21.876152,21.482786,0.534311,0.095143,0.103459,0.13344,0.348558
588848899934127311,756,44,3,756,1231,6,229.01558359,-0.07299642,22.041754,20.861933,20.4795,20.288137,20.392727,0.166336,0.027822,0.028794,0.035611,0.145313
588848899934127312,756,44,3,756,1232,3,229.01607505,-0.07015618,21.98875,20.804604,20.257044,19.965792,19.950335,0.272817,0.042288,0.040137,0.048005,0.185524
588848899934127313,756,44,3,756,1233,3,229.01336175,-0.06983879,24.575558,22.160742,20.938892,20.509859,20.170748,1.691964,0.15536,0.082855,0.085734,0.250705
588848899934127314,756,44,3,756,1234,6,229.01392019,-0.07190152,23.006744,22.223164,21.688267,21.556358,21.421434,0.366208,0.079934,0.076671,0.103214,0.336645
588848899934127315,756,44,3,756,1235,3,229.0170889,-0.07189806,24.418221,22.764494,22.055872,21.279554,21.317003,1.023929,0.157592,0.13533,0.104939,0.405212
588848899934127316,756,44,3,756,1236,6,229.01494788,-0.07196519,23.520214,22.434288,22.243355,22.095762,21.592234,0.551615,0.099183,0.128481,0.172343,0.403149
588848899934127317,756,44,3,756,1237,3,229.01675666,-0.07228117,23.932676,22.810383,22.179043,22.260229,22.157209,0.80275,0.154718,0.139516,0.230371,0.66518
588848899934127335,756,44,3,756,1255,6,229.01819164,-0.15307473,20.520023,19.060474,18.466185,18.189167,18.082287,0.050384,9.066701E-3,7.797851E-3,8.438463E-3,0.022253
588848899934127339,756,44,3,756,1259,6,229.02126365,-0.1523835,22.732038,22.067684,21.730843,21.576159,21.015663,0.303059,0.072608,0.083185,0.110809,0.257857
588848899934127340,756,44,3,756,1260,6,229.01948826,-0.15193816,23.25963,22.605621,22.153561,21.805538,21.687901,0.445177,0.11148,0.116793,0.131502,0.426583
588848899934127381,756,44,3,756,1301,6,229.02503455,-0.07711621,21.794619,20.589296,20.183348,20.080112,19.871387,0.134958,0.022743,0.022825,0.029785,0.091848
588848899934127397,756,44,3,756,1317,6,229.02732847,-0.07685269,21.641773,20.673828,20.297146,20.157328,20.036182,0.119411,0.024856,0.025545,0.033597,0.106277
588848899934127401,756,44,3,756,1321,3,229.02807752,-0.06558361,23.419867,21.655016,20.62285,20.148483,19.933102,0.78383,0.076865,0.048748,0.049611,0.159947
588848899934127417,756,44,3,756,1337,6,229.0318128,-0.14575281,21.591009,20.718504,20.35516,20.29777,20.456047,0.112005,0.02455,0.025626,0.034978,0.149464
588848899934127418,756,44,3,756,1338,6,229.02940056,-0.14667706,21.89147,20.944302,20.56443,20.405886,20.552284,0.143047,0.028824,0.030063,0.038232,0.163247
588848899934127419,756,44,3,756,1339,6,229.03099846,-0.1470786,22.306133,21.413282,20.880209,20.80055,20.938248,0.20842,0.042205,0.039998,0.055265,0.236315
588848899934127420,756,44,3,756,1340,6,229.02967307,-0.07178927,20.210907,19.004078,19.015926,19.067093,19.233175,0.040699,9.179072E-3,0.011003,0.01473,0.05399
588848899934127444,756,44,3,756,1364,6,229.03448261,-0.14165985,20.441429,19.112976,18.53101,18.293325,18.18009,0.047121,9.317466E-3,8.04325E-3,8.881789E-3,0.023801
588848899934127445,756,44,3,756,1365,6,229.03326803,-0.13935759,20.368099,19.123531,19.163992,19.233467,19.274258,0.044686,9.336939E-3,0.011417,0.015792,0.055181
588848899934127446,756,44,3,756,1366,6,229.03523114,-0.14695998,21.600691,20.645929,20.288277,20.217342,20.244263,0.112232,0.023427,0.024366,0.032796,0.124195
588848899934127447,756,44,3,756,1367,3,229.03650064,-0.14721362,21.499498,20.522028,20.209841,20.120661,20.073175,0.129619,0.025482,0.028478,0.039168,0.142863
588848899934127448,756,44,3,756,1368,6,229.03649325,-0.14515325,22.039158,20.983856,20.615267,20.412945,20.261671,0.171811,0.031514,0.033409,0.041566,0.138465
588848899934127449,756,44,3,756,1369,6,229.03506355,-0.14067276,22.103643,21.143711,20.875122,20.770948,20.641743,0.169451,0.033793,0.038643,0.051757,0.176071
588848899934127450,756,44,3,756,1370,6,229.02649174,-0.13852047,22.350939,21.284952,20.976139,20.837837,20.833977,0.207872,0.037283,0.041739,0.054846,0.206469
588848899934127451,756,44,3,756,1371,6,229.0279022,-0.13874487,22.154839,21.251007,20.943195,20.772865,20.953398,0.177278,0.036385,0.040793,0.052219,0.230292
588848899934127452,756,44,3,756,1372,3,229.03131859,-0.14023235,22.926283,21.283491,20.344839,19.938604,19.393873,0.518328,0.055049,0.037854,0.041377,0.101684
588848899934127454,756,44,3,756,1374,6,229.03004685,-0.14098817,22.160736,21.467487,21.133591,21.102434,21.131243,0.176783,0.042684,0.04732,0.068403,0.262476
588848899934127455,756,44,3,756,1375,6,229.03525846,-0.1441933,23.17874,21.556841,21.199108,21.143536,21.145113,0.410064,0.0461,0.050224,0.071224,0.268205
588848899934127456,756,44,3,756,1376,6,229.0299383,-0.13911534,22.83181,21.725737,21.294483,21.184134,21.07633,0.312275,0.053109,0.054979,0.074968,0.259426
588848899934127457,756,44,3,756,1377,6,229.03398263,-0.14340791,23.771101,22.133276,21.809559,21.748062,21.051188,0.619802,0.075053,0.086072,0.124077,0.257711
588848899934127458,756,44,3,756,1378,3,229.02509524,-0.14049248,24.756319,25.122881,23.931734,21.675663,20.369701,0.920892,0.591433,0.54337,0.132508,0.164902
588848899934127459,756,44,3,756,1379,3,229.0322836,-0.1417092,22.963129,22.545258,22.044218,21.61253,22.764574,0.39243,0.118293,0.119834,0.126803,0.774449
588848899934127460,756,44,3,756,1380,6,229.02609397,-0.13777791,23.380751,22.589024,22.509283,22.209719,22.757511,0.474748,0.106459,0.154042,0.179185,0.642072
588848899934127461,756,44,3,756,1381,6,229.02759045,-0.13964526,25.973131,22.874508,22.133883,22.405996,21.192535,0.453752,0.145349,0.118934,0.229843,0.304169
588848899934127462,756,44,3,756,1382,6,229.03330483,-0.14093387,23.963701,22.742634,22.307436,22.003845,22.207748,0.669612,0.120079,0.128027,0.148984,0.551852
588848899934127463,756,44,3,756,1383,6,229.0252109,-0.13818568,23.237171,22.753271,22.642813,22.218866,21.76568,0.422601,0.121594,0.170616,0.17968,0.42692
588848899934127464,756,44,3,756,1384,6,229.02644176,-0.140224,24.597239,23.048889,22.447487,22.220243,22.174458,0.791459,0.155504,0.144137,0.180113,0.545179
588848899934127465,756,44,3,756,1385,6,229.03681931,-0.144481,25.171028,23.939123,23.364937,22.365511,22.994089,0.697458,0.312783,0.310211,0.203579,0.63763
588848899934127466,756,44,3,756,1386,3,229.02442362,-0.14038492,25.315186,23.525562,22.608927,22.483496,22.353306,0.784949,0.278008,0.200648,0.277166,0.729959
588848899934127528,756,44,3,756,1448,6,229.03947051,-0.08300865,21.776066,20.676001,20.261333,20.081102,20.074572,0.13094,0.024306,0.024239,0.02963,0.107812
588848899934127529,756,44,3,756,1449,6,229.04018062,-0.0824662,21.860447,20.930948,20.588335,20.452599,20.364466,0.143351,0.029578,0.031418,0.040669,0.141525
588848899934127530,756,44,3,756,1450,6,229.03938471,-0.08108837,22.234293,21.066624,20.700874,20.670794,20.683172,0.195637,0.032472,0.034469,0.049168,0.188514
588848899934127531,756,44,3,756,1451,6,229.0381493,-0.08192129,22.0397,21.184654,20.885664,20.706612,20.812353,0.162143,0.034476,0.03895,0.04892,0.201588
588848899934127532,756,44,3,756,1452,6,229.0399325,-0.08413525,22.908867,21.847382,21.360239,21.384144,21.290239,0.345011,0.060045,0.059729,0.091481,0.315803
588848899934127542,756,44,3,756,1462,6,229.04148683,-0.12724588,22.153706,20.98226,20.630907,20.459332,20.335594,0.183872,0.0308,0.03316,0.042068,0.142864
588848899934127543,756,44,3,756,1463,6,229.04215747,-0.12670953,22.499973,21.579462,21.277653,21.209585,21.084579,0.239312,0.048193,0.054999,0.077328,0.262882
588848899934127544,756,44,3,756,1464,6,229.04123521,-0.12784142,23.80357,22.711531,22.364904,21.984938,21.805435,0.627662,0.121074,0.137865,0.149342,0.444364
588848899934127545,756,44,3,756,1465,6,229.04122804,-0.1286371,22.909344,22.422361,21.984097,21.685467,22.137102,0.332132,0.094702,0.099858,0.116742,0.552806
588848899934127547,756,44,3,756,1467,3,229.04196797,-0.09358945,21.550697,19.606539,18.543476,18.112038,17.797915,0.149331,0.014463,9.346691E-3,9.47247E-3,0.02386
588848899934127548,756,44,3,756,1468,6,229.04190798,-0.09114417,22.615887,21.636454,21.235065,21.036844,21.251505,0.261502,0.049656,0.052486,0.065938,0.293773
588848899934127554,756,44,3,756,1474,6,229.04371643,-0.12567925,21.626139,20.444725,19.961523,19.815645,19.833908,0.116007,0.02065,0.019456,0.024411,0.089455
588848899934127555,756,44,3,756,1475,3,229.04315737,-0.12454521,22.836077,21.75848,21.258226,21.362041,21.166744,0.356483,0.062035,0.061041,0.10189,0.32517
588848899934127566,756,44,3,756,1486,6,229.04467273,-0.13829238,22.092659,21.170689,20.798243,20.72443,20.52762,0.167815,0.034244,0.036217,0.04969,0.159582
588848899934127567,756,44,3,756,1487,6,229.0445272,-0.13916729,22.274578,21.42351,21.074167,20.924704,20.996172,0.195412,0.04155,0.045207,0.058786,0.236397
588848899934127574,756,44,3,756,1494,6,229.04586637,-0.10767476,21.787189,20.858004,20.558008,20.388729,20.28644,0.131192,0.027201,0.030148,0.037746,0.128806
588848899934127575,756,44,3,756,1495,6,229.04691683,-0.10937672,22.465563,21.81299,21.45384,21.264746,20.968159,0.230502,0.056327,0.062598,0.079264,0.230734
588848899934127576,756,44,3,756,1496,6,229.04629297,-0.1082102,24.053812,22.213028,21.539408,21.426153,21.908745,0.766507,0.085114,0.073043,0.099384,0.514715
588848899934127579,756,44,3,756,1499,6,229.04627187,-0.12357754,21.990778,21.030567,20.667803,20.516115,20.468014,0.153621,0.030761,0.032628,0.04186,0.150096
