objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
588848899934126522,756,44,3,756,442,6,229.02107929,-0.08248347,24.681583,25.130278,23.708725,21.586504,20.79233,0.802568,0.505548,0.403439,0.103984,0.198233
588848899934126523,756,44,3,756,443,6,229.02215659,-0.08290602,23.275007,22.15793,21.839874,21.694916,21.763277,0.441932,0.074466,0.086014,0.114394,0.423585
588848899934126524,756,44,3,756,444,3,229.02007566,-0.08245973,24.344242,23.281866,22.803854,22.269861,22.110285,0.780955,0.189661,0.196957,0.188641,0.525179
588848899934126525,756,44,3,756,445,6,229.02324402,-0.08515467,24.673254,23.327087,23.656315,22.721361,22.356306,0.815414,0.200677,0.392732,0.280601,0.597976
588848899934126534,756,44,3,756,454,6,229.03134704,-0.1261723,21.789961,20.678389,20.325869,20.190203,20.016796,0.133923,0.024225,0.025522,0.03297,0.105078
588848899934126545,756,44,3,756,465,6,229.03123485,-0.12352314,22.580927,21.442068,21.172316,20.914413,20.949722,0.27574,0.045408,0.053924,0.065011,0.253986
588848899934126548,756,44,3,756,468,6,229.03068162,-0.1248438,22.899229,21.602055,21.238594,21.043499,20.954418,0.333881,0.04851,0.052863,0.067014,0.235405
588848899934126597,756,44,3,756,517,6,229.03468561,-0.12723333,19.451132,17.770214,17.068821,16.879154,16.594488,0.024486,5.272832E-3,4.597601E-3,5.11277E-3,8.916409E-3
588848899934126598,756,44,3,756,518,6,229.03326286,-0.12798475,18.948174,17.679916,17.298538,17.1593,17.111233,0.018223,5.101117E-3,4.893947E-3,5.413566E-3,0.011938
588848899934126599,756,44,3,756,519,6,229.03361763,-0.12689613,25.097425,21.228977,19.738613,17.900774,16.945515,0.728846,0.036871,0.019312,7.496138E-3,0.010973
588848899934126600,756,44,3,756,520,3,229.03602212,-0.13006103,25.252857,24.186256,22.554518,21.955168,21.74124,0.735441,0.398874,0.170844,0.155499,0.457675
588848899934126601,756,44,3,756,521,6,229.03649432,-0.12789897,24.094904,22.662895,22.326466,22.075436,21.117416,0.719235,0.112901,0.130091,0.15891,0.260784
588848899934126602,756,44,3,756,522,6,229.03479263,-0.12938981,23.536379,22.780699,22.734961,22.156816,21.801121,0.519247,0.124123,0.184974,0.170265,0.436799
588848899934126605,756,44,3,756,525,6,229.03545745,-0.08613413,19.610392,18.183865,17.552332,17.271463,17.129522,0.027251,6.11638E-3,5.306032E-3,5.611245E-3,0.011993
588848899934126606,756,44,3,756,526,6,229.03288942,-0.08601311,21.956877,20.819248,20.470715,20.395073,20.286293,0.152692,0.026627,0.028163,0.038057,0.129502
588848899934126607,756,44,3,756,527,6,229.03215483,-0.08422366,21.885757,21.142618,20.847401,20.867979,20.868961,0.144122,0.0337,0.037833,0.056486,0.212694
588848899934126608,756,44,3,756,528,6,229.03432344,-0.08493423,23.005013,21.510696,21.048632,20.854103,20.724106,0.400739,0.048701,0.049413,0.062924,0.213069
588848899934126612,756,44,3,756,532,6,229.03054904,-0.13259367,22.098986,19.671616,18.267866,17.624857,17.256184,0.167598,0.012673,7.100392E-3,6.435012E-3,0.012989
588848899934126615,756,44,3,756,535,6,229.0302403,-0.13306408,22.01642,20.582556,20.144846,20.018789,20.131365,0.159288,0.023917,0.023769,0.030241,0.11517
588848899934126617,756,44,3,756,537,6,229.03051972,-0.13430567,21.452311,20.484833,20.00004,19.872202,19.866819,0.102494,0.021537,0.020288,0.026019,0.094799
588848899934126619,756,44,3,756,539,6,229.03097135,-0.13117527,21.708763,20.812479,20.491156,20.394327,20.370546,0.123275,0.026447,0.02873,0.038485,0.141487
588848899934126630,756,44,3,756,550,6,229.03418719,-0.13129327,21.984381,21.241272,20.817965,20.663897,21.070124,0.159229,0.037179,0.038312,0.049774,0.264616
588848899934126635,756,44,3,756,555,3,229.02830153,-0.13384631,22.419344,21.335667,20.903303,20.827192,20.604181,0.250254,0.042986,0.044864,0.06361,0.220782
588848899934126638,756,44,3,756,558,6,229.0387907,-0.0978944,19.874701,17.461845,16.343746,15.922175,15.676576,0.032167,4.805734E-3,3.936308E-3,4.042297E-3,5.961109E-3
588848899934126641,756,44,3,756,561,6,229.04023753,-0.09778235,22.096899,21.067581,20.831945,20.728464,20.678879,0.170775,0.031964,0.03787,0.050281,0.180418
588848899934126642,756,44,3,756,562,6,229.04199184,-0.0994525,22.441437,21.484819,21.105505,20.880888,20.975121,0.224881,0.043605,0.046577,0.05678,0.230966
588848899934126643,756,44,3,756,563,6,229.04083961,-0.09855009,23.410978,22.314445,21.871101,21.683826,21.022938,0.489607,0.085462,0.089474,0.114515,0.242289
588848899934126644,756,44,3,756,564,6,229.04296629,-0.09909496,25.10461,24.211336,23.412573,21.709164,21.331711,0.728693,0.376103,0.324446,0.115755,0.309363
588848899934126646,756,44,3,756,566,6,229.04388002,-0.10037397,23.453962,22.702892,22.155668,22.267469,21.448126,0.524241,0.122639,0.118573,0.198866,0.358993
588848899934126647,756,44,3,756,567,6,229.04161929,-0.09750876,22.582846,22.932655,22.548105,22.125822,22.065981,0.255278,0.143351,0.160181,0.16831,0.518551
588848899934126649,756,44,3,756,569,6,229.03805592,-0.09936505,22.982615,24.631084,23.70491,22.337513,21.72016,0.34848,0.461267,0.400688,0.199366,0.410464
588848899934126953,756,44,3,756,873,6,228.98325582,-0.11859169,22.271984,21.272507,21.098186,20.811869,20.721315,0.194688,0.036729,0.046289,0.053554,0.185366
588848899934126986,756,44,3,756,906,6,228.98447564,-0.09473869,22.487909,20.606846,19.972788,19.703699,19.587364,0.240178,0.023217,0.0197,0.022605,0.072505
588848899934126990,756,44,3,756,910,6,228.98802645,-0.09072227,21.744568,20.701536,20.295336,20.197926,20.089287,0.12797,0.024397,0.024522,0.032397,0.1077
588848899934126991,756,44,3,756,911,6,228.98601446,-0.09370412,21.945486,21.058809,20.811298,20.619215,20.878609,0.15159,0.031668,0.036582,0.045695,0.212199
588848899934126993,756,44,3,756,913,6,228.98845907,-0.08812417,21.872484,21.062454,20.732931,20.567617,20.662107,0.14237,0.031935,0.034597,0.043976,0.178248
588848899934126994,756,44,3,756,914,6,228.98671603,-0.09175127,22.517065,21.29174,21.055109,20.821205,20.747908,0.245695,0.038238,0.045535,0.055473,0.195087
588848899934126998,756,44,3,756,918,6,228.99009487,-0.0910173,25.148626,24.205009,22.532179,21.138287,20.212435,0.741635,0.384844,0.158065,0.072093,0.122837
588848899934127001,756,44,3,756,921,6,228.99047766,-0.08947923,23.186348,21.916727,21.644814,21.309202,21.046446,0.422456,0.062909,0.074325,0.084349,0.252487
588848899934127004,756,44,3,756,924,6,228.98639864,-0.09265895,23.306509,22.392836,21.815414,21.727079,21.491554,0.455011,0.09259,0.085654,0.120153,0.357475
588848899934127005,756,44,3,756,925,6,228.98943097,-0.08944645,23.078285,22.442276,22.050379,21.805643,21.661655,0.381401,0.09481,0.102626,0.1263,0.3924
588848899934127007,756,44,3,756,927,3,228.98937227,-0.09194562,25.569351,22.924202,22.371466,22.067545,22.02566,0.693897,0.17089,0.164734,0.195471,0.623972
588848899934127030,756,44,3,756,950,6,228.98628443,-0.12157922,21.489145,20.120707,19.594446,19.371096,19.19742,0.102972,0.016532,0.014947,0.017416,0.051596
588848899934127031,756,44,3,756,951,3,228.98565189,-0.12339543,25.237961,23.208467,22.001207,22.610256,21.537214,0.841896,0.213763,0.118655,0.312896,0.451047
588848899934127045,756,44,3,756,965,3,228.98901017,-0.12915294,21.445805,20.342588,19.936445,19.749031,19.644375,0.116216,0.021424,0.021533,0.026871,0.090624
588848899934127046,756,44,3,756,966,6,228.98814879,-0.12489823,22.846769,21.309935,21.042194,20.906702,21.053017,0.31495,0.038485,0.044671,0.059661,0.254644
588848899934127047,756,44,3,756,967,6,228.98739672,-0.12611066,23.08917,21.611542,21.130268,21.158661,20.981853,0.375997,0.047781,0.046946,0.071862,0.232957
588848899934127048,756,44,3,756,968,6,228.98880141,-0.12817238,22.772341,21.625231,21.307957,21.270494,20.672148,0.293367,0.049013,0.05479,0.079441,0.178908
588848899934127049,756,44,3,756,969,6,228.98804849,-0.12692089,22.758854,21.594837,21.27619,21.085859,21.299618,0.292048,0.047194,0.052891,0.067639,0.300515
588848899934127050,756,44,3,756,970,6,228.98596793,-0.12524252,22.440275,22.14591,21.692802,21.597315,21.549221,0.223288,0.073129,0.074992,0.105079,0.36368
588848899934127051,756,44,3,756,971,6,228.98894617,-0.12374946,25.38146,22.928326,22.06798,22.226572,22.438456,0.670422,0.147395,0.108655,0.191615,0.636981
588848899934127055,756,44,3,756,975,6,228.98810537,-0.10325965,22.296041,20.800989,20.308231,20.019251,19.842382,0.216189,0.027621,0.026484,0.030526,0.096478
588848899934127056,756,44,3,756,976,6,228.98630455,-0.1040429,23.016607,21.611431,21.200687,21.200205,21.252104,0.359148,0.047995,0.050114,0.074859,0.290552
588848899934127062,756,44,3,756,982,6,228.98933676,-0.09413132,21.451805,20.383869,20.040979,19.873493,19.821257,0.104502,0.020236,0.021011,0.026024,0.089198
588848899934127063,756,44,3,756,983,6,228.98865703,-0.09395361,21.799047,20.748039,20.394018,20.374702,20.440409,0.135272,0.025684,0.026742,0.037857,0.147354
588848899934127064,756,44,3,756,984,6,228.99085746,-0.09492519,21.707218,20.920984,20.65748,20.481522,20.489717,0.124056,0.028726,0.032467,0.041021,0.153333
588848899934127065,756,44,3,756,985,6,228.99088839,-0.09374882,23.765873,22.58569,22.100546,22.275513,21.78908,0.605977,0.106322,0.107237,0.189695,0.433974
588848899934127088,756,44,3,756,1008,6,228.99239126,-0.13283812,21.961527,20.893509,20.582727,20.395607,20.358746,0.149508,0.027716,0.030319,0.037927,0.137491
588848899934127089,756,44,3,756,1009,3,228.9935352,-0.13242691,24.622616,23.867706,22.473318,21.410929,20.899927,0.838633,0.31239,0.154319,0.094704,0.229988
588848899934127098,756,44,3,756,1018,6,228.99360856,-0.1243016,21.776598,20.528116,20.146912,20.040258,19.995819,0.135258,0.022233,0.022739,0.029848,0.105655
588848899934127099,756,44,3,756,1019,6,228.99525709,-0.12674728,22.315458,21.839901,21.476572,21.303095,21.27293,0.204713,0.057748,0.063185,0.08226,0.296736
588848899934127100,756,44,3,756,1020,6,228.99376109,-0.12528868,22.912756,22.075491,21.676594,21.58906,22.422764,0.331178,0.069337,0.074378,0.10444,0.59999
588848899934127101,756,44,3,756,1021,3,228.99227216,-0.12486653,24.801048,22.327787,21.224491,20.767593,20.135359,1.372748,0.146508,0.090034,0.093241,0.20503
588848899934127102,756,44,3,756,1022,3,228.99277601,-0.12720453,23.52771,22.095964,21.878031,21.563013,20.679117,0.636621,0.084134,0.108386,0.127368,0.226075
588848899934127103,756,44,3,756,1023,6,228.99341246,-0.12637236,23.541691,22.853527,22.37756,22.273094,21.822035,0.528978,0.132326,0.135246,0.188896,0.441421
588848899934127104,756,44,3,756,1024,6,228.99481036,-0.12508814,23.242086,22.92655,22.664148,22.556911,22.529743,0.429709,0.140424,0.173625,0.239068,0.620434
588848899934127105,756,44,3,756,1025,6,228.99283401,-0.12561565,23.826624,23.144203,22.695517,22.054571,21.799686,0.634227,0.167947,0.178681,0.15659,0.436658
588848899934127125,756,44,3,756,1045,6,228.99604776,-0.08401733,20.470385,19.215492,18.689209,18.498316,18.362854,0.048699,0.010285,9.074464E-3,0.010374,0.028371
588848899934127133,756,44,3,756,1053,6,228.99658321,-0.13211545,21.332695,20.230833,19.751898,19.546032,19.435499,0.091341,0.017977,0.016796,0.01974,0.062926
588848899934127134,756,44,3,756,1054,3,228.9983651,-0.12818053,21.371128,20.247995,19.875872,19.749813,19.552111,0.109964,0.020163,0.020841,0.027361,0.085547
588848899934127136,756,44,3,756,1056,6,228.99681994,-0.13169557,23.050016,20.67572,20.281666,20.324469,20.017473,0.406621,0.026379,0.026442,0.04012,0.114587
588848899934127148,756,44,3,756,1068,6,228.9978646,-0.12984323,22.706356,21.579702,21.22661,21.197521,20.845831,0.277837,0.046484,0.05097,0.074455,0.208058
588848899934127150,756,44,3,756,1070,6,228.99770516,-0.13300594,24.705919,22.039495,21.68685,21.322927,22.099977,0.797486,0.067035,0.074789,0.082709,0.523076
588848899934127191,756,44,3,756,1111,6,229.00031851,-0.08721158,20.644043,19.272972,18.677963,18.42548,18.299553,0.055282,0.010129,8.698624E-3,9.555286E-3,0.02574
588848899934127192,756,44,3,756,1112,6,228.99932728,-0.08582165,21.563688,20.623907,20.284742,20.153975,20.00802,0.111161,0.023135,0.024351,0.031303,0.10139
588848899934127193,756,44,3,756,1113,3,229.00003244,-0.0794574,21.985802,20.815271,20.446859,20.295233,20.384024,0.181642,0.030694,0.032496,0.042373,0.172156
588848899934127203,756,44,3,756,1123,6,229.00188525,-0.13521396,22.099993,20.889673,20.58107,20.322147,20.477325,0.181316,0.029395,0.032449,0.038677,0.167093
588848899934127204,756,44,3,756,1124,6,229.0015374,-0.13464009,23.556776,22.235594,21.932987,21.900629,21.50115,0.533225,0.079266,0.0927,0.137027,0.356567
588848899934127207,756,44,3,756,1127,6,229.00483089,-0.08502615,23.497192,20.838949,19.648003,19.237576,19.025167,0.517407,0.027073,0.01557,0.01588,0.044909
588848899934127212,756,44,3,756,1132,6,229.00639475,-0.08508906,22.648003,21.762646,21.407299,21.169697,22.084061,0.28862,0.057465,0.064139,0.079028,0.56874
588848899934127213,756,44,3,756,1133,6,229.00540391,-0.08324953,23.982494,22.41748,21.9209,21.688654,21.269217,0.691783,0.092963,0.091936,0.113708,0.295103
588848899934127232,756,44,3,756,1152,6,229.00757429,-0.07822211,20.742359,19.649546,19.610682,19.696152,19.623867,0.060474,0.012658,0.015464,0.022686,0.076353
588848899934127233,756,44,3,756,1153,6,229.00882329,-0.07958264,21.811666,20.695377,20.355877,20.325626,20.305889,0.136277,0.0244,0.025762,0.035969,0.131033
588848899934127234,756,44,3,756,1154,6,229.00817467,-0.08121712,23.023251,22.329308,21.952845,21.60033,21.658442,0.364962,0.086019,0.094547,0.105291,0.393336
588848899934127259,756,44,3,756,1179,3,229.0118047,-0.13886644,20.67487,19.662628,19.347418,19.256777,19.302505,0.06741,0.01405,0.014938,0.019825,0.075751
588848899934127260,756,44,3,756,1180,6,229.01360345,-0.13948067,22.109642,21.037975,20.757544,20.578114,20.69924,0.169754,0.030859,0.034832,0.043984,0.184554
588848899934127264,756,44,3,756,1184,6,229.01251501,-0.07903086,20.507343,19.154703,18.580379,18.33293,18.227779,0.050137,0.011223,0.010275,0.01151,0.025825
588848899934127276,756,44,3,756,1196,6,229.01389934,-0.13469669,22.174616,20.335255,19.587019,19.287703,19.110516,0.179069,0.019057,0.014906,0.016473,0.0485
588848899934127277,756,44,3,756,1197,6,229.01977891,-0.1334554,21.47076,20.467861,20.086678,19.903193,19.685633,0.10184,0.020774,0.021076,0.025853,0.078084
588848899934127278,756,44,3,756,1198,3,229.01805193,-0.13545959,19.984785,18.748257,18.423346,18.1551,18.033928,0.065366,0.010864,0.011802,0.014258,0.048203
588848899934127279,756,44,3,756,1199,6,229.01788943,-0.13373377,23.591078,21.582956,21.171221,20.926065,20.890533,0.541145,0.04697,0.049122,0.059368,0.217564
588848899934127280,756,44,3,756,1200,6,229.01594314,-0.13553438,23.252945,21.626047,21.221296,21.110027,21.092052,0.427371,0.048224,0.05076,0.068844,0.254818
588848899934127281,756,44,3,756,1201,3,229.01924818,-0.13529922,23.319056,21.986702,21.523764,21.390785,22.193228,0.484505,0.070938,0.071958,0.096475,0.604605
588848899934127282,756,44,3,756,1202,3,229.0136328,-0.13372453,22.113037,21.302679,20.971945,20.704227,20.536263,0.24334,0.052083,0.060317,0.073037,0.246508
588848899934127283,756,44,3,756,1203,6,229.0176678,-0.13558199,21.872234,22.54459,22.058178,21.586895,21.670065,0.158515,0.140783,0.127721,0.123667,0.454564
588848899934127284,756,44,3,756,1204,3,229.01654565,-0.13355575,23.304348,22.699158,22.16428,21.508982,21.821293,0.542568,0.143252,0.139674,0.122037,0.566091
588848899934127285,756,44,3,756,1205,6,229.01483158,-0.13610973,23.544945,22.389265,22.488176,21.974581,22.195549,0.562144,0.095498,0.161457,0.159005,0.602098
588848899934127286,756,44,3,756,1206,6,229.01662257,-0.13502567,24.498148,23.021973,22.659328,22.455698,23.340469,0.795383,0.153556,0.173703,0.220787,0.574853
588848899934127287,756,44,3,756,1207,3,229.01511672,-0.13393016,23.576809,26.125814,22.698601,21.854519,20.902756,0.716921,0.462727,0.243078,0.180076,0.30161
588848899934127372,756,44,3,756,1292,6,229.02394313,-0.13661156,21.627283,20.600548,20.215263,19.97496,19.939201,0.118264,0.023204,0.023841,0.028295,0.100881
588848899934127373,756,44,3,756,1293,6,229.02280497,-0.13671947,23.220428,22.204542,21.728498,21.615221,21.598314,0.425522,0.078525,0.079541,0.109311,0.392037
588848899934127382,756,44,3,756,1302,6,229.02426473,-0.07848898,23.217659,22.286755,21.813604,21.61161,21.846663,0.427817,0.083941,0.08522,0.1078,0.453995
588848899934127385,756,44,3,756,1305,6,229.02667602,-0.08588088,21.750093,19.414261,18.28657,17.812529,17.536264,0.127506,0.0109,7.171814E-3,6.989285E-3,0.015289
588848899934127386,756,44,3,756,1306,6,229.03319122,-0.08924258,20.532417,19.030016,18.418442,18.19426,18.061701,0.05089,8.954547E-3,7.634174E-3,8.439336E-3,0.02191
588848899934127387,756,44,3,756,1307,6,229.02609745,-0.08487178,22.071838,21.043533,20.721972,20.586082,20.578123,0.17042,0.031839,0.035094,0.045909,0.170696
588848899934127388,756,44,3,756,1308,6,229.02558371,-0.08718184,22.096752,21.124657,20.761148,20.761129,20.500996,0.171681,0.033596,0.035611,0.051935,0.156526
588848899934127389,756,44,3,756,1309,6,229.0287808,-0.08696315,22.212183,21.110785,20.800549,20.767336,20.553175,0.187351,0.032945,0.036486,0.051949,0.162514
588848899934127390,756,44,3,756,1310,6,229.03026254,-0.08693144,22.094328,21.300173,20.868612,20.786673,20.654999,0.173067,0.038247,0.038848,0.053342,0.180109
588848899934127391,756,44,3,756,1311,3,229.03444575,-0.08993249,23.158504,21.819424,20.76454,20.329502,19.847775,0.538791,0.074134,0.046571,0.048916,0.123845
588848899934127392,756,44,3,756,1312,6,229.03109809,-0.08897601,22.752535,21.996511,21.493286,21.276882,21.053228,0.300486,0.067516,0.066586,0.083088,0.258253
588848899934127393,756,44,3,756,1313,6,229.02584844,-0.08660543,23.516052,22.480314,22.082264,21.817505,22.271038,0.532278,0.099893,0.107444,0.128254,0.569458
588848899934127394,756,44,3,756,1314,6,229.02745964,-0.08739758,22.710201,22.259171,21.919794,21.745758,21.022963,0.297076,0.085636,0.097659,0.127739,0.259373
588848899934127395,756,44,3,756,1315,6,229.03365937,-0.08812517,24.026361,22.655416,22.228151,21.908699,21.878614,0.702345,0.112107,0.120033,0.137714,0.460238
588848899934127396,756,44,3,756,1316,6,229.03181367,-0.08751601,25.234194,23.371225,22.489044,22.461546,22.44471,0.690959,0.204351,0.150501,0.221464,0.605931
588848899934127425,756,44,3,756,1345,6,229.03237611,-0.09242261,21.668102,19.237759,18.203096,17.8228,17.5996,0.120297,9.990323E-3,6.938452E-3,7.056384E-3,0.015899
588848899934127426,756,44,3,756,1346,6,229.03246065,-0.09190239,22.116608,20.715944,20.20211,20.049793,20.474463,0.199655,0.029935,0.028301,0.035617,0.180492
588848899934127427,756,44,3,756,1347,6,229.03157018,-0.09104629,21.988506,20.83396,20.452858,20.337555,20.402565,0.156898,0.026972,0.027755,0.036329,0.142084
588848899934127428,756,44,3,756,1348,6,229.03100298,-0.09263634,22.308426,21.247982,20.980387,20.782623,20.894672,0.202995,0.036462,0.042095,0.052271,0.215925
588848899934127476,756,44,3,756,1396,6,229.03498488,-0.1240654,21.739323,20.570002,20.181999,20.062962,20.001024,0.126375,0.022172,0.022568,0.029116,0.100811
588848899934127477,756,44,3,756,1397,6,229.03615049,-0.12484622,24.417849,22.513531,22.00989,21.947742,21.158403,0.862174,0.108804,0.10855,0.157627,0.300696
588848899934127488,756,44,3,756,1408,3,229.03558441,-0.09834861,21.642548,20.734552,20.370134,20.20886,20.035196,0.144424,0.030229,0.031731,0.041087,0.134229
588848899934127490,756,44,3,756,1410,6,229.03619234,-0.11625186,21.618031,20.491558,20.112007,19.993994,19.846037,0.11624,0.021333,0.021802,0.028199,0.090529
588848899934127491,756,44,3,756,1411,6,229.03742272,-0.11606086,21.825027,20.602888,20.220724,20.135071,20.006559,0.135299,0.02278,0.023289,0.030823,0.101238
588848899934127492,756,44,3,756,1412,6,229.04034151,-0.11458298,21.602678,20.747929,20.37594,20.290073,20.209763,0.112748,0.025088,0.026129,0.03482,0.120156
588848899934127493,756,44,3,756,1413,6,229.03775081,-0.1146888,23.685968,21.928089,21.509541,21.535332,22.542501,0.579205,0.061877,0.065212,0.099568,0.621922
588848899934127494,756,44,3,756,1414,6,229.03830218,-0.11465389,23.091871,22.091619,21.660496,21.703793,20.997492,0.378894,0.070909,0.074573,0.11588,0.236544
588848899934127495,756,44,3,756,1415,6,229.04226799,-0.1142415,23.346127,21.789207,21.514616,21.455013,20.898655,0.483492,0.057827,0.068821,0.098888,0.23208
588848899934127496,756,44,3,756,1416,6,229.03958343,-0.11640651,23.393667,22.471745,21.894444,21.850613,21.455671,0.478175,0.097918,0.090424,0.131263,0.340671
588848899934127497,756,44,3,756,1417,6,229.03914643,-0.11614814,22.944979,22.132427,21.926245,21.624941,21.980251,0.346295,0.07423,0.09536,0.110615,0.502898
588848899934127498,756,44,3,756,1418,6,229.04376189,-0.1140941,23.280046,22.148073,21.865196,22.018278,22.411543,0.456056,0.07673,0.092461,0.160352,0.637374
588848899934127499,756,44,3,756,1419,6,229.04201951,-0.11508855,23.461617,22.584536,22.048103,21.900648,22.017479,0.503803,0.10595,0.102882,0.136753,0.497733
588848899934127500,756,44,3,756,1420,6,229.04059523,-0.11384129,24.748592,22.948761,22.401114,22.136269,21.570356,0.829014,0.149958,0.146071,0.176405,0.389645
588848899934127501,756,44,3,756,1421,6,229.03904583,-0.11327133,23.80353,22.94985,22.57378,22.25573,21.523905,0.618034,0.143336,0.161619,0.186256,0.356408
588848899934127521,756,44,3,756,1441,6,229.03882909,-0.10315959,21.787724,20.792704,20.557335,20.404222,20.308128,0.134352,0.026381,0.030495,0.03895,0.133852
588848899934127522,756,44,3,756,1442,6,229.03979799,-0.10219584,22.446775,21.615721,21.310982,21.004547,21.025764,0.226807,0.048213,0.055139,0.062983,0.239749
588848899934127523,756,44,3,756,1443,6,229.03923329,-0.10096849,24.418913,23.50675,22.535551,22.415821,21.628023,0.852011,0.246892,0.171124,0.233602,0.428696
588848899934127525,756,44,3,756,1445,6,229.03947835,-0.1238614,21.68508,20.452288,19.978117,19.811897,19.771406,0.120837,0.020637,0.01954,0.024112,0.083617
588848899934127526,756,44,3,756,1446,6,229.03899447,-0.12216876,21.956795,21.033764,20.714289,20.634388,20.605488,0.150845,0.031117,0.034282,0.04683,0.172304
588848899934127534,756,44,3,756,1454,6,229.04132956,-0.11075349,20.689436,19.265739,18.652033,18.410679,18.334772,0.056343,0.010031,8.595791E-3,9.462273E-3,0.026457
588848899934127535,756,44,3,756,1455,6,229.04028603,-0.10989458,21.640076,20.484987,19.996738,19.863894,19.882013,0.117107,0.021033,0.019908,0.025109,0.091674
588848899934127536,756,44,3,756,1456,6,229.04204641,-0.10957289,22.967745,22.310041,22.069506,21.811989,21.608383,0.35535,0.086381,0.108126,0.130752,0.396883
588848899934127537,756,44,3,756,1457,3,229.04301905,-0.10956969,24.106632,22.903942,22.34013,22.30179,22.876436,1.022081,0.195384,0.191058,0.287743,0.971162
588848899934127549,756,44,3,756,1469,6,229.03997532,-0.09319504,24.420181,22.372677,21.84519,21.408621,20.650967,0.939968,0.103179,0.102004,0.10645,0.209557
588848899934127550,756,44,3,756,1470,3,229.04074,-0.09529113,24.408737,22.885313,22.528065,22.396648,22.567192,0.839157,0.146277,0.167357,0.227221,0.679452
588848899934127556,756,44,3,756,1476,6,229.04369667,-0.11180172,22.142122,20.946909,20.660618,20.462046,20.572783,0.175267,0.029547,0.032572,0.039975,0.164494
588848899934127562,756,44,3,756,1482,6,229.04410231,-0.10612859,21.874269,20.811012,20.545944,20.439117,20.237087,0.141112,0.026297,0.029809,0.039315,0.123335
588848899934127563,756,44,3,756,1483,6,229.04339998,-0.10506102,22.786333,21.97839,21.598408,21.84782,21.529261,0.316916,0.068058,0.074729,0.140732,0.38722
588848899934127564,756,44,3,756,1484,6,229.04180407,-0.10555088,22.952297,22.501053,22.094242,22.015926,21.561701,0.34089,0.098493,0.10743,0.150834,0.366962
588848899934128068,756,44,3,756,1988,6,228.98592177,-0.09923479,22.149773,21.296762,20.972731,20.839624,21.00182,0.177559,0.037705,0.041608,0.054936,0.235341
588848899934128069,756,44,3,756,1989,6,228.98646054,-0.10012912,22.230186,21.361328,20.966587,20.730804,20.563217,0.192497,0.040003,0.042029,0.050911,0.165378
588848899934128075,756,44,3,756,1995,6,228.98770161,-0.10963972,22.153687,21.496689,21.155396,21.167963,20.842463,0.177699,0.044436,0.048874,0.073262,0.207223
588848899934128123,756,44,3,756,2043,6,229.00542833,-0.08000425,22.743008,21.274881,20.895737,20.798691,20.579273,0.291734,0.037021,0.039253,0.053019,0.165386
588848899934128124,756,44,3,756,2044,6,229.00279749,-0.07974549,22.480803,21.547955,21.212587,21.140705,21.142998,0.235405,0.0459,0.050568,0.070853,0.26425
588848899934128125,756,44,3,756,2045,6,229.00294004,-0.08142049,22.198524,21.492987,21.29311,21.091589,20.851501,0.190249,0.044962,0.055584,0.070233,0.214763
588848899934128126,756,44,3,756,2046,6,229.00467264,-0.07940629,23.656454,21.962463,21.49663,21.543213,20.974752,0.604289,0.067133,0.067592,0.10665,0.244836
588848899934128127,756,44,3,756,2047,6,229.00119452,-0.08178525,23.206873,22.889624,22.528704,21.854591,21.625147,0.473868,0.156328,0.178266,0.152216,0.448953
588848899934128128,756,44,3,756,2048,6,229.00650255,-0.08081755,24.165401,22.923252,22.641712,22.373178,21.127579,0.739994,0.141267,0.17106,0.205821,0.262362
588848899934128182,756,44,3,756,2102,3,229.01783846,-0.08364554,22.582222,21.572948,21.340364,21.290218,21.320492,0.267552,0.048722,0.059282,0.085495,0.324943
588848899934128183,756,44,3,756,2103,6,229.01856212,-0.08374288,24.318586,22.452154,22.029554,22.122416,21.959091,0.77864,0.096172,0.101699,0.166146,0.481431
588848899934128184,756,44,3,756,2104,6,229.01861887,-0.08310898,23.407421,22.641148,22.000463,21.905495,22.332514,0.519322,0.120187,0.106908,0.149759,0.634185
588848899934128193,756,44,3,756,2113,6,229.02178019,-0.0795963,22.222929,21.112741,20.757008,20.690271,20.50738,0.189719,0.032989,0.035098,0.04834,0.155418
588848899934128194,756,44,3,756,2114,3,229.02270612,-0.07976825,23.155872,22.98958,22.120644,21.944149,21.513908,0.483531,0.183914,0.133696,0.175059,0.443941
588848899934128200,756,44,3,756,2120,6,229.02718094,-0.08177541,22.621677,21.288206,20.858088,20.977777,20.824835,0.262291,0.037642,0.038128,0.061749,0.204087
588848899934128201,756,44,3,756,2121,6,229.02759044,-0.08118705,22.927031,21.932632,21.738657,21.797329,21.303133,0.343728,0.063949,0.080559,0.128138,0.311249
588848899934128223,756,44,3,756,2143,3,229.03487949,-0.1177171,21.958551,20.917011,20.554476,20.40934,20.122128,0.196188,0.035787,0.039124,0.052169,0.156736
588848899934128224,756,44,3,756,2144,6,229.03684974,-0.12043036,22.702854,21.900169,21.536682,21.345148,21.137112,0.291516,0.063265,0.070066,0.089827,0.283982
588848899934128225,756,44,3,756,2145,6,229.03517374,-0.11912903,23.499605,21.960142,21.650175,21.526093,21.247339,0.506272,0.062859,0.073145,0.098635,0.289008
