      6498.23      1.00000
      6498.46     0.639001
      6498.68     0.632083
      6498.91     0.619373
      6499.14     0.603875
      6499.37     0.595318
      6499.60     0.599087
      6499.82     0.607156
      6500.05     0.604990
      6500.28     0.589870
      6500.51     0.577767
      6500.74     0.580854
      6500.96     0.595286
      6501.19     0.608689
      6501.42     0.614123
      6501.65     0.832164
      6501.88     0.951762
      6502.10     0.939694
      6502.33     0.930459
      6502.56     0.932513
      6502.79     0.943510
      6503.02     0.954356
      6503.24     0.958164
      6503.47     0.956216
      6503.70     0.951998
      6503.93     0.945080
      6504.16     0.934075
      6504.38     0.921978
      6504.61     0.912372
      6504.84     0.905005
      6505.07     0.900524
      6505.30     0.903653
      6505.52     0.916365
      6505.75     0.933067
      6505.98     0.944942
      6506.21     0.949627
      6506.44     0.951249
      6506.66     0.951562
      6506.89     0.950803
      6507.12     0.950116
      6507.35     0.951614
      6507.58     0.955521
      6507.80     0.959168
      6508.03     0.960255
      6508.26     0.959331
      6508.49     0.958232
      6508.72     0.957555
      6508.94     0.957239
      6509.17     0.957636
      6509.40     0.957865
      6509.63     0.958481
      6509.86     0.960486
      6510.08     0.965159
      6510.31     0.971332
      6510.54     0.976844
      6510.77     0.980880
      6511.00     0.982944
      6511.22     0.982958
      6511.45     0.981629
      6511.68     0.980281
      6511.91     0.980686
      6512.14     0.982822
      6512.36     0.986320
      6512.59     0.989255
      6512.82     0.991201
      6513.05     0.993020
      6513.28     0.994609
      6513.50     0.995693
      6513.73     0.995178
      6513.96     0.992808
      6514.19     0.990330
      6514.42     0.989771
      6514.64     0.991230
      6514.87     0.993223
      6515.10     0.994960
      6515.33     0.996585
      6515.56     0.998122
      6515.78     0.999030
      6516.01     0.999699
      6516.24      1.00014
      6516.47      1.00040
      6516.70      1.00024
      6516.92     0.999933
      6517.15     0.997910
      6517.38     0.993899
      6517.61     0.989970
      6517.84     0.987811
      6518.06     0.987127
      6518.29     0.986294
      6518.52     0.984953
      6518.75     0.983627
      6518.98     0.982850
      6519.20     0.983033
      6519.43     0.983951
      6519.66     0.984610
      6519.89     0.984022
      6520.12     0.982803
      6520.34     0.982777
      6520.57     0.985197
      6520.80     0.988170
      6521.03     0.986807
      6521.26     0.978581
      6521.48     0.968233
      6521.71     0.963330
      6521.94     0.966181
      6522.17     0.973086
      6522.40     0.978816
      6522.62     0.982401
      6522.85     0.984935
      6523.08     0.986081
      6523.31     0.983399
      6523.54     0.974395
      6523.76     0.962954
      6523.99     0.956843
      6524.22     0.959929
      6524.45     0.967974
      6524.68     0.973671
      6524.90     0.974767
      6525.13     0.973814
      6525.36     0.973420
      6525.59     0.974338
      6525.82     0.975427
      6526.04     0.975485
      6526.27     0.974677
      6526.50     0.973925
      6526.73     0.973146
      6526.96     0.971710
      6527.18     0.969014
      6527.41     0.965916
      6527.64     0.963178
      6527.87     0.961211
      6528.10     0.959855
      6528.32     0.958817
      6528.55     0.958432
      6528.78     0.959109
      6529.01     0.960729
      6529.24     0.963282
      6529.46     0.967276
      6529.69     0.972576
      6529.92     0.977550
      6530.15     0.980520
      6530.38     0.981925
      6530.60     0.983213
      6530.83     0.985004
      6531.06     0.986359
      6531.29     0.985934
      6531.52     0.983844
      6531.74     0.980100
      6531.97     0.975613
      6532.20     0.970484
      6532.43     0.965248
      6532.66     0.962337
      6532.88     0.964615
      6533.11     0.972078
      6533.34     0.980389
      6533.57     0.985116
      6533.80     0.986239
      6534.02     0.986333
      6534.25     0.986862
      6534.48     0.987781
      6534.71     0.988840
      6534.94     0.989574
      6535.16     0.989092
      6535.39     0.987193
      6535.62     0.984325
      6535.85     0.980589
      6536.08     0.976610
      6536.30     0.973109
      6536.53     0.970947
      6536.76     0.969836
      6536.99     0.969722
      6537.22     0.971112
      6537.44     0.973261
      6537.67     0.974760
      6537.90     0.975028
      6538.13     0.975248
      6538.36     0.976863
      6538.58     0.979210
      6538.81     0.980681
      6539.04     0.979109
      6539.27     0.975081
      6539.50     0.973246
      6539.72     0.976582
      6539.95     0.983177
      6540.18     0.988217
      6540.41     0.989782
      6540.64     0.989423
      6540.86     0.988613
      6541.09     0.987182
      6541.32     0.984791
      6541.55     0.981441
      6541.78     0.977935
      6542.00     0.975435
      6542.23     0.974482
      6542.46     0.974947
      6542.69     0.975596
      6542.92     0.975535
      6543.14     0.975564
      6543.37     0.976666
      6543.60     0.978955
      6543.83     0.981737
      6544.06     0.984871
      6544.28     0.988601
      6544.51     0.992574
      6544.74     0.996252
      6544.97     0.999236
      6545.20      1.00167
      6545.42      1.00312
      6545.65      1.00317
      6545.88      1.00210
      6546.11      1.00073
      6546.34     0.999003
      6546.56     0.996800
      6546.79     0.993387
      6547.02     0.988332
      6547.25     0.983322
      6547.48     0.981473
      6547.70     0.984081
      6547.93     0.989018
      6548.16     0.993332
      6548.39     0.996316
      6548.62     0.998386
      6548.84     0.999559
      6549.07      1.00010
      6549.30      1.00057
      6549.53      1.00151
      6549.76      1.00269
      6549.98      1.00303
      6550.21      1.00191
      6550.44     0.999022
      6550.67     0.993502
      6550.90     0.985844
      6551.12     0.976973
      6551.35     0.964639
      6551.58     0.950387
      6551.81     0.943485
      6552.04     0.951452
      6552.26     0.969545
      6552.49     0.984509
      6552.72     0.990048
      6552.95     0.990337
      6553.18     0.989663
      6553.40     0.989390
      6553.63     0.989550
      6553.86     0.989151
      6554.09     0.987572
      6554.32     0.985484
      6554.54     0.983161
      6554.77     0.979788
      6555.00     0.975140
      6555.23     0.970487
      6555.46     0.967779
      6555.68     0.967771
      6555.91     0.969363
      6556.14     0.971052
      6556.37     0.971948
      6556.60     0.971961
      6556.82     0.971893
      6557.05     0.973249
      6557.28     0.976874
      6557.51     0.981455
      6557.74     0.984476
      6557.96     0.985175
      6558.19     0.984960
      6558.42     0.985056
      6558.65     0.985150
      6558.88     0.984873
      6559.10     0.984040
      6559.33     0.983068
      6559.56     0.982463
      6559.79     0.982204
      6560.02     0.982112
      6560.24     0.981635
      6560.47     0.978590
      6560.70     0.972827
      6560.93     0.967008
      6561.16     0.964521
      6561.38     0.965590
      6561.61     0.968081
      6561.84     0.969559
      6562.07     0.970009
      6562.30     0.970369
      6562.52     0.970915
      6562.75     0.971085
      6562.98     0.970012
      6563.21     0.967641
      6563.44     0.964592
      6563.66     0.960966
      6563.89     0.956672
      6564.12     0.952652
      6564.35     0.949202
      6564.58     0.945465
      6564.80     0.940795
      6565.03     0.935937
      6565.26     0.932950
      6565.49     0.931610
      6565.72     0.929375
      6565.94     0.924790
      6566.17     0.919450
      6566.40     0.915323
      6566.63     0.911507
      6566.86     0.905325
      6567.08     0.893076
      6567.31     0.869884
      6567.54     0.830101
      6567.77     0.774328
      6568.00     0.714924
      6568.22     0.671696
      6568.45     0.661293
      6568.68     0.687595
      6568.91     0.740029
      6569.14     0.799475
      6569.36     0.848258
      6569.59     0.879435
      6569.82     0.897761
      6570.05     0.910136
      6570.28     0.919507
      6570.50     0.924822
      6570.73     0.925261
      6570.96     0.921238
      6571.19     0.913566
      6571.42     0.903453
      6571.64     0.892443
      6571.87     0.881912
      6572.10     0.872780
      6572.33     0.865778
      6572.56     0.861985
      6572.78     0.862904
      6573.01     0.868985
      6573.24     0.879453
      6573.47     0.893515
      6573.70     0.910197
      6573.92     0.926800
      6574.15     0.938482
      6574.38     0.941104
      6574.61     0.938264
      6574.84     0.939854
      6575.06     0.950965
      6575.29     0.966399
      6575.52     0.977262
      6575.75     0.981504
      6575.98     0.983647
      6576.20     0.986203
      6576.43     0.989180
      6576.66     0.992515
      6576.89     0.995699
      6577.12     0.997852
      6577.34     0.997390
      6577.57     0.994010
      6577.80     0.987903
      6578.03     0.980318
      6578.26     0.973907
      6578.48     0.971712
      6578.71     0.973794
      6578.94     0.976220
      6579.17     0.975223
      6579.40     0.970654
      6579.62     0.965092
      6579.85     0.960994
      6580.08     0.956924
      6580.31     0.952322
      6580.54     0.951080
      6580.76     0.957496
      6580.99     0.969866
      6581.22     0.979710
      6581.45     0.982333
      6581.68     0.980423
      6581.90     0.978723
      6582.13     0.979044
      6582.36     0.979417
      6582.59     0.977636
      6582.82     0.973982
      6583.04     0.970945
      6583.27     0.969154
      6583.50     0.967842
      6583.73     0.966945
      6583.96     0.966813
      6584.18     0.966391
      6584.41     0.965016
      6584.64     0.964075
      6584.87     0.965080
      6585.10     0.967372
      6585.32     0.969971
      6585.55     0.972560
      6585.78     0.976180
      6586.01     0.980564
      6586.24     0.983712
      6586.46     0.984563
      6586.69     0.984640
      6586.92     0.986725
      6587.15     0.991229
      6587.38     0.996124
      6587.60     0.999848
      6587.83      1.00180
      6588.06      1.00257
      6588.29      1.00222
      6588.52      1.00095
      6588.74     0.998434
      6588.97     0.995357
      6589.20     0.992666
      6589.43     0.990910
      6589.66     0.989426
      6589.88     0.987130
      6590.11     0.984287
      6590.34     0.981602
      6590.57     0.979705
      6590.80     0.978604
      6591.02     0.977650
      6591.25     0.975511
      6591.48     0.970955
      6591.71     0.966221
      6591.94     0.965670
      6592.16     0.971831
      6592.39     0.981448
      6592.62     0.989270
      6592.85     0.992359
      6593.08     0.991934
      6593.30     0.991375
      6593.53     0.992364
      6593.76     0.994425
      6593.99     0.996180
      6594.22     0.997485
      6594.44     0.998367
      6594.67     0.998034
      6594.90     0.996011
      6595.13     0.993095
      6595.36     0.990700
      6595.58     0.989123
      6595.81     0.987980
      6596.04     0.987254
      6596.27     0.986553
      6596.50     0.986368
      6596.72     0.986780
      6596.95     0.988297
      6597.18     0.990868
      6597.41     0.992684
      6597.64     0.990244
      6597.86     0.978561
      6598.09     0.957934
      6598.32     0.938990
      6598.55     0.934456
      6598.78     0.943881
      6599.00     0.952944
      6599.23     0.953604
      6599.46     0.953689
      6599.69     0.962269
      6599.92     0.976218
      6600.14     0.986830
      6600.37     0.990874
      6600.60     0.990537
      6600.83     0.987935
      6601.06     0.983153
      6601.28     0.976895
      6601.51     0.969729
      6601.74     0.962830
      6601.97     0.956600
      6602.20     0.950549
      6602.42     0.943291
      6602.65     0.934976
      6602.88     0.927350
      6603.11     0.924041
      6603.34     0.926379
      6603.56     0.932300
      6603.79     0.938300
      6604.02     0.943343
      6604.25     0.948367
      6604.48     0.953758
      6604.70     0.959310
      6604.93     0.964629
      6605.16     0.969406
      6605.39     0.972806
      6605.62     0.974163
      6605.84     0.974237
      6606.07     0.973866
      6606.30     0.973942
      6606.53     0.974606
      6606.76     0.975314
      6606.98     0.975806
      6607.21     0.975682
      6607.44     0.975071
      6607.67     0.974367
      6607.90     0.973993
      6608.12     0.974373
      6608.35     0.975635
      6608.58     0.977646
      6608.81     0.979722
      6609.04     0.980914
      6609.26     0.981341
      6609.49     0.981490
      6609.72     0.982414
      6609.95     0.985244
      6610.18     0.991103
      6610.40     0.889976
      6610.63     0.348631
      6610.86     0.348953
      6611.09     0.349133
      6611.32     0.349408
      6611.54     0.349674
      6611.77     0.349822
      6612.00     0.349814
      6612.23     0.349566
      6612.46     0.348937
      6612.68     0.347809
      6612.91     0.346261
      6613.14     0.344730
      6613.37     0.343731
      6613.60     0.343408
      6613.82     0.343570
      6614.05     0.343959
      6614.28     0.344475
      6614.51     0.345180
      6614.74      1.00000
